"world","bridge","bush","reward","pRot","max_pbait","min_pbait","pDecay","pStep","trialNum","trialStartTimeAbs","trialStart","clientTrialStart","trialEnd","goCueTime","choice","choiceTime","side","actBait_1","actBait_2","actRot_1","actRot_2","baited_1","baited_2","pBait_1","pBait_2","trialStart_C","clientTrialStart_C","postITI","postITI_C","goCueTime_C","choiceTime_2","postChoiceTimeMin","postChoiceTimeMin_C","trialEnd_C"
"1","0","1","0","0.1","0.32","0","0.97","0.02","119","1555984723032","588334","588398","593216","588428","choseTrap","588913","left","0","0","0","0","0","1","0.08003734019576793","0.2399626598042321","0","60","89","588425","87","574","592616","4278","4879"
"1","0","1","0","0.1","0.32","0","0.97","0.02","120","1555984727920","593222","593287","598008","593312","choseTrap","594070","left","0","0","0","0","0","1","0.06685153229106508","0.25314846770893495","0","60","593310","84","86","845","597773","4547","4782"
"1","1","0","0","0.1","0.32","0","0.97","0.02","121","1555984732711","598014","598079","602379","598114","choseSwitch","598581","right","0","0","0","0","0","1","0.0649179750512499","0.2550820249487501","0","59","598109","91","94","564","602286","4268","4361"
"2","0","2","2","0.1","0.32","0","0.97","0.02","122","1555984737082","602384","602449","607306","602474","choseTrap","603211","right","0","0","0","0","0","1","0.06779495217399277","0.2522050478260072","0","59","602472","84","86","822","606913","4524","4918"
"2","0","2","0","0.1","0.32","0","0.97","0.02","123","1555984742011","607314","607377","611664","607407","choseTrap","607881","right","0","0","0","0","0","0","0.06442092612907784","0.25557907387092216","0","58","607401","84","86","560","611581","4263","4345"
"2","0","2","0","0.1","0.32","0","0.97","0.02","124","1555984746368","611671","611731","616182","611760","choseTrap","612183","right","1","0","0","0","1","0","0.03827788675199645","0.28172211324800356","0","55","611758","83","85","508","615886","4212","4508"
"2","1","0","0","0.1","0.32","0","0.97","0.02","125","1555984750886","616188","616244","620789","616279","choseSwitch","616915","left","0","0","0","0","1","0","0.06619345413335875","0.25380654586664125","0","53","616276","83","86","723","620618","4426","4598"
"1","0","1","1","0.1","0.32","0","0.97","0.02","126","1555984755491","620794","620848","625623","620875","choseTrap","621284","left","0","0","0","0","1","0","0.0489606574043252","0.2710393425956748","0","48","620872","74","76","485","624986","4188","4825"
"1","0","1","0","0.1","0.32","0","0.97","0.02","127","1555984760326","625629","625692","630657","625721","choseTrap","626285","left","0","0","0","0","0","0","0.052544313477008525","0.26745568652299145","0","58","625718","85","87","651","629988","4355","5024"
"1","0","1","0","0.1","0.32","0","0.97","0.02","128","1555984765362","630665","630730","635042","630759","choseTrap","631293","left","0","0","0","0","0","0","0.05743428613413004","0.26256571386586997","0","61","630755","85","87","623","634995","4326","4372"
"1","0","1","0","0.1","0.32","0","0.97","0.02","129","1555984769747","635050","635113","640804","635142","choseTrap","636014","left","0","0","0","0","0","0","0.1007400979599559","0.2192599020400441","0","58","85","635137","83","959","639716","4662","5751"
"1","1","0","0","0.1","0.32","0","0.97","0.02","130","1555984775510","640813","640876","645907","640903","choseSwitch","641262","right","0","0","0","0","0","0","0.08811762156500472","0.2318823784349953","0","58","640901","83","86","444","644967","4150","5088"
"2","0","2","0","0.1","0.32","0","0.97","0.02","131","1555984780608","645911","645977","651499","646004","choseTrap","646609","right","0","0","0","0","0","0","0.09021209244430968","0.22978790755569034","0","62","646001","87","89","693","650311","4396","5583"
"2","0","2","0","0.1","0.32","0","0.97","0.02","132","1555984786202","651505","651565","656251","651592","choseTrap","652074","right","0","0","0","0","0","0","0.101074573288297","0.218925426711703","0","55","651590","81","83","564","655777","4268","4742"
"2","0","2","2","0.1","0.32","0","0.97","0.02","133","1555984790954","656256","656337","660950","656374","choseTrap","656973","right","0","1","0","0","0","1","0.13362834225432627","0.18637165774567374","0","73","656369","110","112","713","660675","4415","4690"
"2","0","2","0","0.1","0.32","0","0.97","0.02","134","1555984795655","660957","661020","666302","661048","choseTrap","661364","right","0","0","0","0","0","0","0.15504031631120552","0.1649596836887945","0","58","661045","84","86","401","665070","4109","5340"
